project,action,seine_id,date,work_area,survey,site_id,hakai_id,semsp_id,jsp_survey_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,analysis_planned,dissection_status,lice_collection_protocol,lice_id_protocol,analyzing_lab,quality_level,comments,quality_log
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-CU-3,2015-06-18-D11-CU-3,DE198,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-CU-4,2015-06-18-D11-CU-4,DE198,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-CU-5,2015-06-18-D11-CU-5,DE198,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-CU-6,2015-06-18-D11-CU-6,DE198,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-CU-7,2015-06-18-D11-CU-7,DE198,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-CU-8,2015-06-18-D11-CU-8,DE198,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-CU-9,2015-06-18-D11-CU-9,DE198,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-CU-10,2015-06-18-D11-CU-10,DE198,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,2015-06-18-D09-CU-1,2015-06-18-D09-CU-1,DE199,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,2015-06-18-D09-CU-2,2015-06-18-D09-CU-2,DE199,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,U2796,2015-06-18-D09-CU-3,DE199,CU,NA,NA,NA,NA,NA,NA,2016-12-02,NONE,PRESENT,17.9,106,122,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,2015-06-18-D09-CU-4,2015-06-18-D09-CU-4,DE199,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,2015-06-18-D09-CU-5,2015-06-18-D09-CU-5,DE199,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,U2907,2015-06-18-D09-CU-6,DE199,CU,NA,NA,NA,NA,NA,NA,2016-12-02,NONE,PRESENT,15.4,111,117,NA,NA,NA,BMM,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,U2795,2015-06-18-D09-CU-7,DE199,CU,NA,NA,NA,NA,NA,NA,2016-12-02,NONE,PRESENT,12,102,NA,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,2015-06-18-D09-CU-8,2015-06-18-D09-CU-8,DE199,CU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,U2800,2015-06-18-D09-CU-9,DE199,CU,NA,NA,NA,NA,NA,NA,2016-12-02,NONE,PRESENT,22,125,131,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,U2906,2015-06-18-D09-CU-10,DE199,CU,NA,NA,NA,NA,NA,NA,2016-12-02,NONE,PRESENT,13.3,107,NA,NA,NA,NA,BMM,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-CO-1,2015-06-18-D11-CO-1,DE198,CO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-HE-1,2015-06-18-D11-HE-1,DE198,HE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-HE-2,2015-06-18-D11-HE-2,DE198,HE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-HE-3,2015-06-18-D11-HE-3,DE198,HE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-HE-4,2015-06-18-D11-HE-4,DE198,HE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-HE-5,2015-06-18-D11-HE-5,DE198,HE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE198N2,2015-06-18,QUADRA,DI,D11,2015-06-18-D11-HE-6,2015-06-18-D11-HE-6,DE198,HE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,U3178,2015-06-18-D09-HE-1,DE199,HE,NA,NA,NA,NA,NA,NA,2017-01-15,NONE,PRESENT,22.4,120,NA,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,2015-06-18-D09-HE-2,2015-06-18-D09-HE-2,DE199,HE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,U3185,2015-06-18-D09-HE-3,DE199,HE,NA,NA,NA,NA,NA,NA,2017-01-15,NONE,PRESENT,17.4,115,118,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,U3187,2015-06-18-D09-HE-4,DE199,HE,NA,NA,NA,NA,NA,NA,2017-01-16,NONE,PRESENT,19.9,120,126,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,U3180,2015-06-18-D09-HE-5,DE199,HE,NA,NA,NA,NA,NA,NA,2017-01-15,NONE,PRESENT,18.8,114,120,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,U3181,2015-06-18-D09-HE-6,DE199,HE,NA,NA,NA,NA,NA,NA,2017-01-15,NONE,PRESENT,16.4,113,118,NA,NA,NA,JG,FULL WORK-UP 1,SEMSP,DISSECTED,NA,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,2015-06-18-D09-HE-7,2015-06-18-D09-HE-7,DE199,HE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,2015-06-18-D09-HE-8,2015-06-18-D09-HE-8,DE199,HE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,2015-06-18-D09-HE-9,2015-06-18-D09-HE-9,DE199,HE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE199N1,2015-06-18,QUADRA,DI_C,D09,2015-06-18-D09-HE-10,2015-06-18-D09-HE-10,DE199,HE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U811,2015-06-19-D06-SO-1,DE201,SO,NA,NA,NA,NA,NA,NA,2015-12-08,NONE,PRESENT,25,NA,133,NA,NA,NA,CK,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U812,2015-06-19-D06-SO-2,DE201,SO,NA,NA,NA,NA,NA,NA,2015-12-08,NONE,PRESENT,26.8,NA,138,NA,"Heart dropped onto coolbox; may be contaminated, one otolith",NA,CK,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U808,2015-06-19-D06-SO-3,DE201,SO,NA,NA,NA,NA,NA,NA,2015-12-08,NONE,PRESENT,25.3,NA,128,NA,NA,NA,DS,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U799,2015-06-19-D06-SO-4,DE201,SO,NA,NA,NA,NA,NA,NA,2015-12-08,NONE,PRESENT,22.5,NA,126,NA,NA,NA,KI,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U807,2015-06-19-D06-SO-5,DE201,SO,NA,NA,NA,NA,NA,NA,2015-12-08,NONE,PRESENT,24.1,NA,130,NA,NA,NA,DS,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U4103,2015-06-19-D06-CU-1,DE201,CU,NA,NA,NA,NA,NA,NA,2017-11-17,NONE,PRESENT,19.9,121,126,NA,NA,NA,CVJ,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U4159,2015-06-19-D06-CU-2,DE201,CU,NA,NA,NA,NA,NA,NA,2017-11-17,NONE,PRESENT,19.5,124,130,NA,NA,NA,CVJ,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U4164,2015-06-19-D06-CU-3,DE201,CU,NA,NA,NA,NA,NA,NA,2017-11-17,NONE,PRESENT,27.9,133,139,NA,NA,NA,CVJ,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U4162,2015-06-19-D06-CU-4,DE201,CU,NA,NA,NA,NA,NA,NA,2017-11-17,NONE,PRESENT,20.8,121,127,NA,NA,NA,CVJ,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U4163,2015-06-19-D06-CU-5,DE201,CU,NA,NA,NA,NA,NA,NA,2017-11-17,NONE,PRESENT,26.6,130,NA,NA,NA,NA,CVJ,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U4160,2015-06-19-D06-CU-6,DE201,CU,NA,NA,NA,NA,NA,NA,2017-11-17,NONE,PRESENT,17,119,125,NA,NA,NA,CVJ,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U4102,2015-06-19-D06-CU-7,DE201,CU,NA,NA,NA,NA,NA,NA,2017-11-16,NONE,PRESENT,19.6,123,128,NA,NA,NA,CVJ,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U4161,2015-06-19-D06-CU-8,DE201,CU,NA,NA,NA,NA,NA,NA,2017-11-17,NONE,PRESENT,18.1,118,123,NA,NA,NA,CVJ,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U4104,2015-06-19-D06-CU-9,DE201,CU,NA,NA,NA,NA,NA,NA,2017-11-17,NONE,PRESENT,29,134,140,NA,NA,NA,CVJ,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U4101,2015-06-19-D06-CU-10,DE201,CU,NA,NA,NA,NA,NA,NA,2017-11-16,NONE,PRESENT,29.2,138,144,NA,NA,NA,CVJ,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE201N1,2015-06-19,QUADRA,DI_W,D06,U5022,2015-06-19-D06-HE-1,DE201,HE,NA,NA,NA,NA,NA,NA,2017-11-25,NONE,PRESENT,14.5,106,NA,NA,NA,NA,KDB,FULL WORK-UP 2,SEMSP,DISSECTED,LAB_MOTILES_CRYO,LAB_MOTILES,HAKAI,Technician,NA,NA
SEMSP,NA,DE205N2,2015-06-20,QUADRA,DI,D11,U1055,2015-06-20-D11-SO-1,DE205,SO,NA,NA,NA,NA,NA,NA,2016-01-14,NONE,PRESENT,17.7,NA,115,NA,Correct location of otolith sample unverified due to duplicates in data entry,NA,CK,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE205N2,2015-06-20,QUADRA,DI,D11,U1036,2015-06-20-D11-SO-2,DE205,SO,NA,NA,NA,NA,NA,NA,2016-01-14,NONE,PRESENT,18.6,NA,119,NA,NA,NA,LP,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE205N2,2015-06-20,QUADRA,DI,D11,U1047,2015-06-20-D11-SO-3,DE205,SO,NA,NA,NA,NA,NA,NA,2016-01-14,NONE,PRESENT,17.3,NA,113,NA,NA,NA,DS,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-1,2015-06-20-D09-SO-1,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-2,2015-06-20-D09-SO-2,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-3,2015-06-20-D09-SO-3,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-4,2015-06-20-D09-SO-4,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-5,2015-06-20-D09-SO-5,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-6,2015-06-20-D09-SO-6,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-7,2015-06-20-D09-SO-7,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-8,2015-06-20-D09-SO-8,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-9,2015-06-20-D09-SO-9,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-10,2015-06-20-D09-SO-10,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-11,2015-06-20-D09-SO-11,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-12,2015-06-20-D09-SO-12,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-13,2015-06-20-D09-SO-13,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-14,2015-06-20-D09-SO-14,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-15,2015-06-20-D09-SO-15,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-16,2015-06-20-D09-SO-16,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-17,2015-06-20-D09-SO-17,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,U1012,2015-06-20-D09-SO-18,DE206,SO,NA,NA,NA,NA,NA,NA,2016-01-11,NONE,PRESENT,8.9,NA,91,NA,NA,NA,CK,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-19,2015-06-20-D09-SO-19,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,2015-06-20-D09-SO-20,2015-06-20-D09-SO-20,DE206,SO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEMSP,NOT DISSECTED,NA,NA,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,U1004,2015-06-20-D09-SO-21,DE206,SO,NA,NA,NA,NA,NA,NA,2016-01-11,NONE,PRESENT,18.5,NA,115,NA,NA,NA,DS,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,U1001,2015-06-20-D09-SO-22,DE206,SO,NA,NA,NA,NA,NA,NA,2016-01-11,NONE,PRESENT,20.6,NA,123,NA,NA,NA,DS,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,U996,2015-06-20-D09-SO-23,DE206,SO,NA,NA,NA,NA,NA,NA,2016-01-11,NONE,PRESENT,13.3,NA,105,NA,NA,NA,KI,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,U989,2015-06-20-D09-SO-24,DE206,SO,NA,NA,NA,NA,NA,NA,2016-01-11,NONE,PRESENT,12.3,NA,123,NA,NA,NA,CK,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,U997,2015-06-20-D09-SO-25,DE206,SO,NA,NA,NA,NA,NA,NA,2016-01-11,NONE,PRESENT,16.7,NA,114,NA,NA,NA,KI,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,U998,2015-06-20-D09-SO-26,DE206,SO,NA,NA,NA,NA,NA,NA,2016-01-11,NONE,PRESENT,17.9,NA,118,NA,NA,NA,KI,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
SEMSP,NA,DE206N1,2015-06-20,QUADRA,DI_C,D09,U1003,2015-06-20-D09-SO-27,DE206,SO,NA,NA,NA,NA,NA,NA,2016-01-11,NONE,PRESENT,15.1,NA,113,NA,NA,NA,DS,FULL WORK-UP 1,SEMSP,DISSECTED,LAB_FINE_2015,LPORTNER_FINE,HAKAI,Technician,NA,NA
